team,season,Win_Inicio,Win_Meio,Win_Fim,Evolucao,Consistencia,Playoff
ATL,2000,0.4074074074074074,0.4074074074074074,0.21428571428571427,-0.1931216931216931,0.11149886151016582,0
ATL,2001,0.3333333333333333,0.3333333333333333,0.25,-0.08333333333333331,0.0481125224324688,0
ATL,2002,0.37037037037037035,0.3333333333333333,0.5,0.12962962962962965,0.08751510418986314,0
ATL,2003,0.4074074074074074,0.3333333333333333,0.5357142857142857,0.1283068783068783,0.10239439548253998,0
ATL,2004,0.25925925925925924,0.4074074074074074,0.35714285714285715,0.0978835978835979,0.07533878765025472,0
ATL,2005,0.18518518518518517,0.18518518518518517,0.10714285714285714,-0.07804232804232804,0.045057759103423176,0
ATL,2006,0.25925925925925924,0.37037037037037035,0.32142857142857145,0.06216931216931221,0.05568662626940532,0
ATL,2007,0.3333333333333333,0.4444444444444444,0.32142857142857145,-0.011904761904761862,0.06784824657794791,0
ATL,2008,0.5555555555555556,0.2962962962962963,0.5,-0.05555555555555558,0.13650212584874064,1
ATL,2009,0.6296296296296297,0.5555555555555556,0.5357142857142857,-0.09391534391534395,0.04949871422838986,1
ATL,2010,0.7407407407407407,0.5185185185185185,0.6785714285714286,-0.062169312169312096,0.11464777468504206,1
ATL,2011,0.5925925925925926,0.6666666666666666,0.35714285714285715,-0.2354497354497354,0.16162123160619157,1
ATL,2012,0.7272727272727273,0.4090909090909091,0.6818181818181818,-0.045454545454545525,0.17208813169091738,1
ATL,2013,0.6666666666666666,0.48148148148148145,0.4642857142857143,-0.20238095238095233,0.11221058855870336,1
ATL,2014,0.5555555555555556,0.37037037037037035,0.4642857142857143,-0.09126984126984128,0.0925957419469444,1
ATL,2015,0.7407407407407407,0.8518518518518519,0.6071428571428571,-0.1335978835978836,0.1225265723599485,1
ATL,2016,0.5555555555555556,0.5555555555555556,0.6428571428571429,0.08730158730158732,0.05040359492925306,1
ATL,2017,0.48148148148148145,0.6666666666666666,0.42857142857142855,-0.05291005291005291,0.12502157741409017,1
ATL,2018,0.2222222222222222,0.4074074074074074,0.25,0.02777777777777779,0.09986845486026812,0
ATL,2019,0.2222222222222222,0.4444444444444444,0.39285714285714285,0.17063492063492064,0.11630437214089559,0
ATL,2020,0.22727272727272727,0.22727272727272727,0.43478260869565216,0.2075098814229249,0.11980588589903302,0
ATL,2021,0.4583333333333333,0.5416666666666666,0.7083333333333334,0.25000000000000006,0.12729376930432892,1
ATL,2022,0.5,0.42857142857142855,0.6785714285714286,0.1785714285714286,0.1287696884094282,1
ATL,2023,0.5185185185185185,0.4642857142857143,0.5357142857142857,0.01719576719576721,0.037280317149784754,1
ATL,2024,0.4444444444444444,0.42857142857142855,0.42857142857142855,-0.015873015873015872,0.009164289987136916,0
ATL,2025,0.5,0.42857142857142855,0.5,0.0,0.04123930494211614,0
BOS,2000,0.4074074074074074,0.4444444444444444,0.42857142857142855,0.021164021164021163,0.018581399916847863,0
BOS,2001,0.4074074074074074,0.48148148148148145,0.42857142857142855,0.021164021164021163,0.03815398175094168,0
BOS,2002,0.6296296296296297,0.5185185185185185,0.6428571428571429,0.013227513227513255,0.06828950580793422,1
BOS,2003,0.6666666666666666,0.48148148148148145,0.4642857142857143,-0.20238095238095233,0.11221058855870336,1
BOS,2004,0.48148148148148145,0.37037037037037035,0.4642857142857143,-0.017195767195767153,0.05980728111266224,1
BOS,2005,0.4444444444444444,0.5555555555555556,0.6428571428571429,0.19841269841269848,0.0994441594138228,1
BOS,2006,0.4074074074074074,0.37037037037037035,0.42857142857142855,0.021164021164021163,0.029459070702804346,0
BOS,2007,0.37037037037037035,0.1111111111111111,0.39285714285714285,0.0224867724867725,0.15657897094499823,0
BOS,2008,0.8888888888888888,0.6666666666666666,0.8571428571428571,-0.031746031746031744,0.1201885364190534,1
BOS,2009,0.9259259259259259,0.6666666666666666,0.6785714285714286,-0.24735449735449733,0.1463678779816829,1
BOS,2010,0.8148148148148148,0.48148148148148145,0.5357142857142857,-0.27910052910052907,0.17886187105802254,1
BOS,2011,0.8518518518518519,0.6296296296296297,0.5714285714285714,-0.28042328042328046,0.14799059397388487,1
BOS,2012,0.5454545454545454,0.5,0.7272727272727273,0.18181818181818188,0.12026142323020868,1
BOS,2013,0.5185185185185185,0.5185185185185185,0.48148148148148145,-0.037037037037037035,0.021383343303319473,1
BOS,2014,0.4444444444444444,0.25925925925925924,0.21428571428571427,-0.23015873015873015,0.12198989960090818,0
BOS,2015,0.37037037037037035,0.4074074074074074,0.6785714285714286,0.30820105820105825,0.16827039785346318,1
BOS,2016,0.5185185185185185,0.6296296296296297,0.6071428571428571,0.0886243386243386,0.058744655566583245,1
BOS,2017,0.5555555555555556,0.7407407407407407,0.6428571428571429,0.08730158730158732,0.09264296941492273,1
BOS,2018,0.8148148148148148,0.6296296296296297,0.5714285714285714,-0.24338624338624337,0.1270943084599398,1
BOS,2019,0.6296296296296297,0.6666666666666666,0.5,-0.12962962962962965,0.08751510418986311,1
